"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 14, 2018","14.660","14.620","14.675","14.620","-","-3.83%"
"Oct 12, 2018","15.244","14.975","14.975","14.975","0.01K","0.12%"
"Oct 11, 2018","15.225","14.775","14.870","14.775","0.20K","1.96%"
"Oct 10, 2018","14.932","14.765","14.765","14.735","0.02K","-0.47%"
"Oct 09, 2018","15.002","14.715","14.775","14.715","0.03K","0.52%"
"Oct 08, 2018","14.925","14.835","14.835","14.835","0.02K","1.67%"
"Oct 07, 2018","14.680","14.665","14.695","14.665","-","-3.75%"
"Oct 05, 2018","15.252","15.010","15.010","15.010","0.14K","0.47%"
"Oct 04, 2018","15.181","14.860","14.960","14.770","1.25K","-0.49%"
"Oct 03, 2018","15.255","15.070","15.070","15.070","0.00K","-0.13%"
"Oct 02, 2018","15.275","15.270","15.270","15.090","0.07K","1.25%"
"Oct 01, 2018","15.087","14.815","14.815","14.585","0.69K","2.74%"
"Sep 30, 2018","14.685","14.690","14.720","14.685","-","-3.94%"
"Sep 28, 2018","15.287","14.500","14.910","14.475","0.38K","2.88%"
"Sep 27, 2018","14.859","14.590","14.590","14.590","0.01K","-0.75%"
"Sep 26, 2018","14.971","14.760","14.760","14.760","0.00K","-0.61%"
"Sep 25, 2018","15.063","14.535","14.710","14.535","0.51K","1.07%"
"Sep 24, 2018","14.904","14.615","14.635","14.600","0.01K","4.22%"
"Sep 23, 2018","14.300","14.325","14.330","14.295","-","-4.17%"
"Sep 21, 2018","14.923","14.750","14.750","14.750","0.00K","0.36%"
"Sep 20, 2018","14.869","14.510","14.545","14.475","0.23K","0.17%"
"Sep 19, 2018","14.844","14.370","14.495","14.365","0.11K","0.59%"
"Sep 18, 2018","14.757","14.440","14.440","14.340","0.48K","-0.28%"
"Sep 17, 2018","14.798","14.370","14.420","14.370","0.25K","5.10%"
"Sep 16, 2018","14.080","14.095","14.100","14.070","-","-4.32%"
"Sep 14, 2018","14.715","14.490","14.490","14.325","0.49K","-0.72%"
"Sep 13, 2018","14.822","14.525","14.525","14.435","0.44K","-0.28%"
"Sep 12, 2018","14.863","14.310","14.470","14.310","1.36K","0.98%"
"Sep 11, 2018","14.719","14.335","14.475","14.325","0.00K","-0.16%"
"Sep 10, 2018","14.742","14.400","14.400","14.360","0.81K","3.85%"
"Sep 09, 2018","14.195","14.170","14.205","14.170","-","-3.58%"
"Sep 07, 2018","14.722","14.365","14.460","14.310","0.80K","-0.03%"
"Sep 06, 2018","14.726","14.510","14.510","14.480","0.01K","-0.30%"
"Sep 05, 2018","14.771","14.545","14.545","14.545","0.00K","0.22%"
"Sep 04, 2018","14.739","14.800","14.800","14.800","0.01K","1.51%"
"Sep 03, 2018","14.520","14.560","14.590","14.430","-","-0.27%"
"Sep 02, 2018","14.560","14.565","14.575","14.550","-","-3.77%"
"Aug 31, 2018","15.130","14.775","14.830","14.735","0.19K","-0.25%"
"Aug 30, 2018","15.168","14.900","14.900","14.770","0.05K","-1.40%"
"Aug 29, 2018","15.384","15.000","15.000","14.910","0.08K","-0.54%"
"Aug 28, 2018","15.467","15.400","15.400","15.370","0.01K","-0.40%"
"Aug 27, 2018","15.529","15.060","15.150","15.055","0.13K","4.71%"
"Aug 26, 2018","14.830","14.835","14.840","14.800","-","-4.12%"
"Aug 24, 2018","15.468","14.835","15.105","14.835","0.45K","1.73%"
"Aug 23, 2018","15.205","14.850","14.850","14.825","0.05K","-1.36%"
"Aug 22, 2018","15.415","15.010","15.035","15.000","0.14K","-0.05%"
"Aug 21, 2018","15.423","15.030","15.030","15.030","0.05K","0.64%"
"Aug 20, 2018","15.325","14.985","15.000","14.935","0.19K","3.79%"
"Aug 19, 2018","14.765","14.750","14.775","14.740","-","-3.45%"
"Aug 17, 2018","15.292","14.890","14.910","14.890","0.11K","-0.54%"
"Aug 16, 2018","15.375","14.885","15.035","14.885","0.02K","1.70%"
"Aug 15, 2018","15.118","15.255","15.255","14.705","0.06K","-4.05%"
"Aug 14, 2018","15.756","15.330","15.355","15.320","0.07K","0.45%"
"Aug 13, 2018","15.686","15.490","15.530","15.270","0.19K","2.36%"
"Aug 12, 2018","15.325","15.310","15.345","15.310","-","-4.23%"
"Aug 10, 2018","16.002","15.695","15.710","15.580","0.15K","-1.04%"
"Aug 09, 2018","16.170","15.795","15.800","15.740","0.19K","0.22%"
"Aug 08, 2018","16.134","15.645","15.725","15.640","0.15K","0.39%"
"Aug 07, 2018","16.072","15.775","15.775","15.650","0.13K","0.18%"
"Aug 06, 2018","16.043","15.635","15.635","15.585","0.05K","3.80%"
"Aug 05, 2018","15.455","15.425","15.455","15.425","-","-4.38%"
"Aug 03, 2018","16.163","15.560","15.765","15.560","0.11K","0.50%"
"Aug 02, 2018","16.083","15.875","15.875","15.875","0.02K","-0.54%"
"Aug 01, 2018","16.170","15.865","15.865","15.865","0.00K","-0.63%"
"Jul 31, 2018","16.273","15.870","15.885","15.870","0.00K","0.16%"
"Jul 30, 2018","16.247","15.805","15.830","15.805","0.01K","4.75%"
"Jul 29, 2018","15.510","15.500","15.530","15.490","-","-4.27%"
"Jul 27, 2018","16.202","15.665","15.775","15.655","0.02K","-0.01%"
"Jul 26, 2018","16.203","15.850","15.850","15.700","0.06K","-0.61%"
"Jul 25, 2018","16.302","16.060","16.060","16.055","0.08K","0.40%"
"Jul 24, 2018","16.237","16.095","16.105","16.000","0.01K","0.57%"
"Jul 23, 2018","16.145","15.690","15.690","15.690","0.05K","3.86%"
"Jul 22, 2018","15.545","15.555","15.555","15.515","-","-4.49%"
"Jul 20, 2018","16.275","15.840","15.840","15.840","0.01K","0.89%"
"Jul 19, 2018","16.131","15.700","15.700","15.585","0.08K","-1.10%"
"Jul 18, 2018","16.311","15.735","15.735","15.735","0.04K","-0.30%"
"Jul 17, 2018","16.360","16.065","16.065","15.935","0.22K","-1.23%"
"Jul 16, 2018","16.564","16.150","16.150","16.135","0.08K","4.60%"
"Jul 15, 2018","15.835","15.805","15.855","15.805","-","-4.43%"
"Jul 13, 2018","16.569","16.115","16.115","16.115","0.26K","-0.98%"
"Jul 12, 2018","16.733","16.155","16.310","16.155","0.40K","1.00%"
"Jul 11, 2018","16.567","16.290","16.290","16.160","0.36K","-1.66%"
"Jul 10, 2018","16.846","16.595","16.595","16.595","0.00K","-0.29%"
"Jul 09, 2018","16.895","16.455","16.465","16.450","0.40K","4.94%"
"Jul 08, 2018","16.100","16.070","16.100","16.070","-","-4.27%"
"Jul 06, 2018","16.819","16.385","16.385","16.380","0.07K","-0.14%"
"Jul 05, 2018","16.842","16.075","16.105","15.895","0.21K","4.41%"
"Jul 04, 2018","16.130","16.080","16.195","16.040","-","-3.91%"
"Jul 03, 2018","16.787","16.350","16.350","16.345","0.06K","1.25%"
"Jul 02, 2018","16.579","16.220","16.225","16.135","0.07K","2.59%"
"Jul 01, 2018","16.160","16.145","16.180","16.135","-","-4.68%"
"Jun 29, 2018","16.953","15.965","16.115","15.910","2.77K","0.95%"
"Jun 28, 2018","16.794","16.460","16.460","16.330","0.00K","-1.15%"
"Jun 27, 2018","16.990","16.550","16.555","16.440","0.02K","-0.55%"
"Jun 26, 2018","17.084","16.685","16.685","16.685","0.01K","-0.47%"
"Jun 25, 2018","17.165","16.815","16.815","16.720","0.01K","4.19%"
"Jun 24, 2018","16.475","16.455","16.485","16.435","-","-4.76%"
"Jun 22, 2018","17.298","16.800","16.800","16.800","0.01K","0.77%"
"Jun 21, 2018","17.166","16.306","16.306","16.306","-","0.12%"
"Jun 20, 2018","17.145","16.289","16.289","16.289","-","-0.09%"
"Jun 19, 2018","17.161","16.730","16.735","16.730","0.00K","-0.71%"
"Jun 18, 2018","17.283","16.880","16.880","16.880","0.00K","4.21%"
"Jun 17, 2018","16.585","16.545","16.590","16.540","-","-4.29%"
"Jun 15, 2018","17.329","17.180","17.220","16.625","0.02K","-4.40%"
"Jun 14, 2018","18.126","17.120","17.285","17.115","0.10K","1.50%"
"Jun 13, 2018","17.858","17.480","17.480","17.480","0.01K","0.57%"
"Jun 12, 2018","17.756","16.849","16.849","16.849","-","-0.35%"
"Jun 11, 2018","17.819","16.870","16.910","16.870","0.02K","6.16%"
"Jun 10, 2018","16.785","16.820","16.825","16.770","-","-4.66%"
"Jun 08, 2018","17.606","16.735","16.760","16.735","0.02K","-0.42%"
"Jun 07, 2018","17.680","17.315","17.315","17.315","0.00K","0.68%"
"Jun 06, 2018","17.561","16.465","16.465","16.455","0.09K","0.81%"
"Jun 05, 2018","17.420","16.355","16.495","16.355","0.02K","0.58%"
"Jun 04, 2018","17.320","16.379","16.379","16.379","0.04K","5.55%"
"Jun 03, 2018","16.410","16.430","16.430","16.405","-","-5.30%"
"Jun 01, 2018","17.328","16.880","16.880","16.880","0.14K","-0.06%"
"May 31, 2018","17.339","16.500","16.500","16.500","0.07K","-0.50%"
"May 30, 2018","17.427","16.340","16.505","16.260","0.40K","1.02%"
"May 29, 2018","17.251","16.400","16.400","16.400","0.13K","4.58%"
"May 28, 2018","16.495","16.510","16.525","16.440","-","-0.09%"
"May 27, 2018","16.510","16.530","16.530","16.490","-","-5.36%"
"May 25, 2018","17.445","16.550","16.550","16.535","0.06K","-0.80%"
"May 24, 2018","17.586","17.270","17.270","17.230","0.01K","1.64%"
"May 23, 2018","17.303","16.295","16.295","16.285","0.03K","-1.00%"
"May 22, 2018","17.478","16.540","16.540","16.540","0.07K","0.32%"
"May 21, 2018","17.423","16.450","16.460","16.450","0.02K","5.88%"
"May 20, 2018","16.455","16.465","16.470","16.425","-","-5.23%"
"May 18, 2018","17.363","16.380","16.405","16.380","0.03K","-0.17%"
"May 17, 2018","17.392","16.830","16.830","16.830","0.01K","0.64%"
"May 16, 2018","17.282","16.297","16.297","16.297","0.05K","0.61%"
"May 15, 2018","17.178","16.720","16.720","16.720","0.00K","-2.20%"
"May 14, 2018","17.565","16.650","16.650","16.550","0.07K","5.02%"
"May 13, 2018","16.725","16.700","16.730","16.685","-","-5.39%"
"May 11, 2018","17.678","16.725","16.725","16.725","0.08K","-0.03%"
"May 10, 2018","17.684","16.460","16.685","16.455","0.04K","1.25%"
"May 09, 2018","17.465","16.515","16.515","16.455","0.15K","0.37%"
"May 08, 2018","17.400","16.975","16.975","16.945","0.00K","-0.08%"
"May 07, 2018","17.414","16.955","16.955","16.955","0.00K","5.32%"
"May 06, 2018","16.535","16.560","16.565","16.535","-","-5.17%"
"May 04, 2018","17.436","16.935","16.935","16.935","0.00K","0.44%"
"May 03, 2018","17.360","16.370","16.530","16.340","0.64K","0.42%"
"May 02, 2018","17.287","16.760","16.760","16.760","0.00K","1.46%"
"May 01, 2018","17.038","16.280","16.285","16.000","1.41K","-1.62%"
"Apr 30, 2018","17.319","16.475","16.485","16.140","1.57K","5.25%"
"Apr 29, 2018","16.455","16.475","16.475","16.455","-","-5.53%"
"Apr 27, 2018","17.418","16.950","16.950","16.950","0.00K","2.24%"
"Apr 26, 2018","17.036","16.960","16.960","16.960","0.00K","-0.05%"
"Apr 25, 2018","17.045","17.020","17.020","17.020","0.00K","-1.15%"
"Apr 24, 2018","17.244","17.210","17.210","17.210","0.00K","0.74%"
"Apr 23, 2018","17.117","17.430","17.430","17.155","0.00K","0.19%"
"Apr 22, 2018","17.085","17.115","17.135","17.070","-","-3.29%"
"Apr 20, 2018","17.666","17.730","17.730","17.730","0.00K","2.58%"
"Apr 19, 2018","17.222","17.170","17.170","17.170","0.00K","-3.03%"
"Apr 18, 2018","17.761","17.705","17.705","17.705","0.00K","5.90%"
"Apr 17, 2018","16.772","16.772","16.772","16.772","-","0.66%"
"Apr 16, 2018","16.662","16.662","16.662","16.662","0.12K","0.22%"
"Apr 15, 2018","16.625","16.660","16.670","16.565","-","-0.02%"
"Apr 13, 2018","16.628","16.628","16.628","16.628","-","1.13%"
"Apr 12, 2018","16.443","16.615","16.615","16.600","0.00K","-1.76%"
"Apr 11, 2018","16.738","16.738","16.738","16.738","-","1.04%"
"Apr 10, 2018","16.566","16.410","16.565","16.410","0.01K","-2.90%"
"Apr 09, 2018","17.061","17.065","17.065","17.065","0.03K","4.13%"
"Apr 08, 2018","16.385","16.390","16.405","16.375","-","-3.10%"
"Apr 06, 2018","16.910","16.880","16.880","16.880","0.01K","3.62%"
"Apr 05, 2018","16.320","16.200","16.305","16.190","0.01K","-2.92%"
"Apr 04, 2018","16.811","16.930","16.930","16.880","0.01K","2.84%"
"Apr 03, 2018","16.347","16.347","16.347","16.347","-","-5.21%"
"Apr 02, 2018","17.245","16.940","17.010","16.940","0.01K","5.31%"
"Apr 01, 2018","16.375","16.335","16.395","16.325","-","0.94%"
"Mar 29, 2018","16.223","16.250","16.250","16.210","0.04K","0.11%"
"Mar 28, 2018","16.205","16.450","16.450","16.195","0.08K","-1.72%"
"Mar 27, 2018","16.489","16.505","16.505","16.505","0.00K","-4.54%"
"Mar 26, 2018","17.274","17.150","17.150","17.150","0.00K","3.97%"
"Mar 25, 2018","16.615","16.560","16.655","16.560","-","-3.23%"
"Mar 23, 2018","17.169","17.160","17.210","17.155","0.01K","5.15%"
"Mar 22, 2018","16.328","16.490","16.505","16.490","0.00K","-0.18%"
"Mar 21, 2018","16.357","16.385","16.530","16.385","0.08K","-2.43%"
"Mar 20, 2018","16.764","16.730","16.765","16.730","0.04K","3.13%"
"Mar 19, 2018","16.255","16.165","16.260","16.165","0.14K","-0.28%"
"Mar 18, 2018","16.300","16.315","16.335","16.280","-","-3.22%"
"Mar 16, 2018","16.843","16.840","16.840","16.840","0.00K","-0.87%"
"Mar 15, 2018","16.991","17.010","17.010","17.010","0.00K","-0.71%"
"Mar 14, 2018","17.112","17.110","17.110","17.110","0.03K","-0.55%"
"Mar 13, 2018","17.206","17.115","17.115","17.115","0.01K","4.46%"
"Mar 12, 2018","16.471","16.565","16.565","16.390","0.05K","-0.90%"
"Mar 11, 2018","16.620","16.590","16.635","16.590","-","-3.30%"
"Mar 09, 2018","17.187","17.230","17.230","17.230","0.00K","4.57%"
"Mar 08, 2018","16.436","16.440","16.465","16.375","0.07K","0.05%"
"Mar 07, 2018","16.428","16.640","16.640","16.400","0.03K","-1.72%"
"Mar 06, 2018","16.715","16.370","16.810","16.370","0.34K","-1.55%"
"Mar 05, 2018","16.979","17.155","17.165","17.080","0.03K","2.69%"
"Mar 04, 2018","16.535","16.540","16.560","16.505","-","0.87%"
"Mar 02, 2018","16.392","16.390","16.495","16.360","0.08K","1.19%"
"Mar 01, 2018","16.200","16.350","16.465","16.090","0.56K","-0.76%"
"Feb 28, 2018","16.324","16.335","16.430","16.300","1.02K","-0.13%"
"Feb 27, 2018","16.346","16.610","16.650","16.260","23.90K","-1.18%"
"Feb 26, 2018","16.542","16.542","16.542","16.542","-","0.56%"
"Feb 25, 2018","16.450","16.455","16.480","16.445","-","-0.16%"
"Feb 23, 2018","16.476","16.550","16.555","16.550","0.02K","-0.62%"
"Feb 22, 2018","16.579","16.570","16.570","16.570","0.02K","-0.15%"
"Feb 21, 2018","16.604","16.604","16.604","16.604","-","1.09%"
"Feb 20, 2018","16.425","16.425","16.425","16.425","0.03K","-1.11%"
"Feb 19, 2018","16.610","16.600","16.690","16.570","-","0.03%"
"Feb 18, 2018","16.605","16.600","16.645","16.595","-","-0.54%"
"Feb 16, 2018","16.695","16.695","16.695","16.695","0.00K","-0.49%"
"Feb 15, 2018","16.777","16.777","16.777","16.777","0.02K","-0.48%"
"Feb 14, 2018","16.858","16.858","16.858","16.858","0.20K","2.13%"
"Feb 13, 2018","16.507","16.507","16.507","16.507","0.00K","-0.25%"
"Feb 12, 2018","16.548","16.375","16.375","16.345","0.00K","1.40%"
"Feb 11, 2018","16.320","16.295","16.325","16.280","-","1.27%"
"Feb 09, 2018","16.116","16.116","16.116","16.116","0.02K","-1.21%"
"Feb 08, 2018","16.314","16.314","16.314","16.314","0.01K","0.67%"
"Feb 07, 2018","16.206","16.630","16.630","16.630","0.00K","-2.07%"
"Feb 06, 2018","16.548","16.705","16.705","16.540","0.21K","-0.55%"
"Feb 05, 2018","16.639","16.639","16.639","16.639","0.01K","0.27%"
"Feb 04, 2018","16.595","16.555","16.625","16.515","-","-0.49%"
"Feb 02, 2018","16.676","16.676","16.676","16.676","0.00K","-2.58%"
"Feb 01, 2018","17.118","17.118","17.118","17.118","-","-0.50%"
"Jan 31, 2018","17.204","17.175","17.210","17.175","0.02K","1.12%"
"Jan 30, 2018","17.013","17.055","17.185","17.025","0.02K","-0.32%"
"Jan 29, 2018","17.068","17.068","17.068","17.068","0.02K","-1.96%"
"Jan 28, 2018","17.410","17.420","17.440","17.365","-","0.16%"
"Jan 26, 2018","17.382","17.382","17.382","17.382","0.00K","-4.72%"
"Jan 25, 2018","18.244","18.300","18.300","18.300","0.03K","4.70%"
"Jan 24, 2018","17.425","17.425","17.425","17.425","0.00K","-0.61%"
"Jan 23, 2018","17.532","17.480","17.480","17.480","0.00K","3.55%"
"Jan 22, 2018","16.931","16.985","16.985","16.985","0.00K","-0.87%"
"Jan 21, 2018","17.080","17.060","17.100","17.040","-","0.62%"
"Jan 19, 2018","16.975","16.935","16.990","16.935","0.04K","0.49%"
"Jan 18, 2018","16.893","17.000","17.010","16.960","0.01K","-1.24%"
"Jan 17, 2018","17.105","17.095","17.120","16.970","0.09K","-0.10%"
"Jan 16, 2018","17.122","17.305","17.325","17.305","0.00K","-1.48%"
"Jan 15, 2018","17.380","17.240","17.445","17.225","-","0.78%"
"Jan 14, 2018","17.245","17.240","17.270","17.225","-","1.03%"
"Jan 12, 2018","17.069","16.925","17.120","16.920","0.05K","1.04%"
"Jan 11, 2018","16.894","16.955","16.965","16.905","0.04K","-4.03%"
"Jan 10, 2018","17.603","17.555","17.555","17.555","0.00K","3.94%"
"Jan 09, 2018","16.936","16.945","16.945","16.945","0.01K","-0.75%"
"Jan 08, 2018","17.064","17.064","17.064","17.064","-","-1.19%"
"Jan 07, 2018","17.270","17.280","17.285","17.270","-","0.38%"
"Jan 05, 2018","17.205","17.205","17.205","17.205","0.00K","0.09%"
"Jan 04, 2018","17.189","17.085","17.230","17.085","0.03K","0.02%"
"Jan 03, 2018","17.185","17.080","17.160","17.080","0.00K","0.37%"
"Jan 02, 2018","17.121","17.155","17.160","17.125","0.03K","0.30%"
"Jan 01, 2018","17.070","17.025","17.085","17.020","-","0.06%"
